Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,,,
,,,,,,,,,,,,
"Effective July 1, 2026 through September 30, 2026",,,,,,,,,,,,
,,,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 1Q26 ASP data.,,,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes,,
J7356,Inj foscarb/foslevodopa 5 mg,0.25 MG - 5 MG,0.702,20.000,,,,,,,,
J7402,Mometasone sinus sinuva,10 MCG,11.345,20.000,,,,,,,,
J7500,Azathioprine oral 50mg,50 MG,0.136,20.000,,,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,1.559,20.000,,,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.863,19.609,,,,,,Inflation-adjusted coinsurance,,
J7504,Lymphocyte immune globulin,250 MG,5548.962,10.587,,,,,,Inflation-adjusted coinsurance,,
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.200,20.000,,,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.601,20.000,,,,,,,,
J7509,Methylprednisolone oral,4 MG,0.160,20.000,,,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.777,20.000,,,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,1057.791,19.878,,,,,,Inflation-adjusted coinsurance,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.004,20.000,,,,,,,,
J7514,Mycophenol (myhibbin) 100 mg,100 MG,2.296,19.156,,,,,,Inflation-adjusted coinsurance,,
J7515,Cyclosporine oral 25 mg,25 MG,0.552,20.000,,,,,,,,
J7516,"Inj, cyclosporine 250mg",250 MG,75.649,20.000,,,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.131,20.000,,,,,,,,
J7518,Mycophenolic acid,180 MG,0.325,20.000,,,,,,,,
J7519,Inj. mycophenolate mofetil,10 MG,0.399,20.000,,,,,,,,
J7520,"Sirolimus, oral",1 MG,0.744,20.000,,,,,,,,
J7521,Tacrolim granules oral susp,0.1 MG,1.303,20.000,,,,,,,,
J7525,Tacrolimus injection,5 MG,268.176,20.000,,,,,,,,
J7527,Oral everolimus,0.25 MG,1.163,20.000,,,,,,,,
J7528,Mycophen mofetil for susp,100 MG,0.164,20.000,,,,,,,,
J7601,Ensifentrine inh 3 mg,3 MG,52.117,20.000,,,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,0.742,20.000,,,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,1.547,20.000,,,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,7.274,20.000,,,,,,,,
J7611,Albuterol non-comp con,1 MG,0.232,20.000,,,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.343,20.000,,,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.063,20.000,,,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.075,20.000,,,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.201,20.000,,,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,1.092,20.000,,,,,,,,
J7631,Cromolyn sodium noncomp unit,10 MG,0.691,20.000,,,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,56.780,20.000,,,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.444,20.000,,,,,,,,
J7674,"Methacholine chloride, neb",1 MG,1.942,20.000,,,,,,Added July 2026,,
J7677,Revefenacin inh non-com 1mcg,1 MCG,0.198,20.000,,,,,,,,
J7682,Tobramycin non-comp unit,300 MG,12.305,20.000,,,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,832.827,20.000,,,,,,,,
J8501,Oral aprepitant,5 MG,3.069,20.000,,,,,,,,
J8502,"Inj, aponvie, 1 mg",1 MG,1.998,20.000,,,,,,,,
J8515,"Cabergoline, oral 0.25mg",0.25 MG,0.302,20.000,,,,,,,,
J8522,"Capecitabine, oral, 50 mg",50 MG,0.080,20.000,,,,,,,,
J8530,Cyclophosphamide oral 25 mg,25 MG,1.491,20.000,,,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.026,20.000,,,,,,,,
J8560,Etoposide oral 50 mg,50 MG,88.055,20.000,,,,,,,,
J8610,Methotrexate oral 2.5 mg,2.5 MG,0.154,20.000,,,,,,,,
J8611,Oral methotrexate (jylamvo),2.5 MG,16.467,20.000,,,,,,,,
J8612,Oral methotrexate (xatmep),2.5 MG,22.915,20.000,,,,,,,,
J8655,"Oral netupitant, palonosetro",0.5 MG,474.038,16.599,,,,,,Inflation-adjusted coinsurance,,
J8700,Temozolomide,5 MG,0.425,20.000,,,,,,,,
J8705,Topotecan oral,0.25 mg,125.334,20.000,,,,,,,,
J9000,Doxorubicin hcl injection,10 MG,2.710,20.000,,,,,,,,
J9011,"Datopotamab deruxtecan, 1 mg",1 MG,52.499,20.000,,,,,,,,
J9017,Arsenic trioxide injection,1 MG,5.069,20.000,,,,,,,,
J9021,"Inj, aspara, rylaze, 0.1 mg",0.1 MG,58.698,18.645,,,,,,Inflation-adjusted coinsurance,,
J9022,"Inj, atezolizumab,10 mg",10 MG,96.546,20.000,,,,,,,,
J9023,"Injection, avelumab, 10 mg",10 MG,108.636,19.686,,,,,,Inflation-adjusted coinsurance,,
J9024,Inj atezolizumb 5mg hya-tqjs,5 MG,32.554,19.545,,,,,,Inflation-adjusted coinsurance,,
J9025,Azacitidine injection,1 MG,0.401,20.000,,,,,,,,
J9026,"Inj, tarlatamab-dlle, 1 mg",1 MG,1612.421,20.000,,,,,,,,
J9027,Clofarabine injection,1 MG,16.245,20.000,,,,,,,,
J9028,"Inj, nogapendekin pmln, 1mcg",1 MCG,94.306,20.000,,,,,,,,
J9029,"Instill adstiladrin, tx dose",PER THERAPEUTIC DOSE,64331.614,20.000,,,,,,,,
J9030,Bcg live intravesical 1mg,1 MG,3.376,20.000,,,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,54.446,19.287,,,,,,Inflation-adjusted coinsurance,,
J9033,"Inj, bendamustine hcl, 1mg",1 MG,2.960,20.000,,,,,,,,
J9034,"Inj., bendeka 1 mg",1 MG,12.532,20.000,,,,,,,,
J9035,Bevacizumab injection,10 MG,74.823,20.000,,,,,,,,
J9036,Inj. belrapzo/bendamustine,1 MG,11.599,20.000,,,,,,AMP-based payment limit,,
J9038,Inj axatilimab-csfr 0.1 mg,0.1 MG,56.461,20.000,,,,,,,,
J9039,"Injection, blinatumomab",1 MCG,172.900,17.586,,,,,,Inflation-adjusted coinsurance,,
J9040,Bleomycin sulfate injection,15 UNITS,24.838,20.000,,,,,,,,
J9041,"Injection, bortezomib, 0.1mg",0.1 MG,2.037,20.000,,,,,,,,
J9042,Brentuximab vedotin inj,1 MG,279.207,16.848,,,,,,Inflation-adjusted coinsurance,,
J9043,Cabazitaxel injection,1 MG,233.730,20.000,,,,,,,,
J9045,Carboplatin injection,50 MG,3.153,20.000,,,,,,,,
J9047,"Injection, carfilzomib, 1 mg",1 MG,60.291,16.698,,,,,,Inflation-adjusted coinsurance,,
J9049,"Inj, bortezomib, hospira",0.1 MG,1.712,20.000,,,,,,,,
J9050,Carmustine injection,100 MG,240.011,20.000,,,,,,,,
J9053,Inj belantamab mafodot blmf,0.1 MG,36.250,20.000,,,,,,Added July 2026,,
J9054,Inj bortezomib boruzu 0.1 mg,0.1 MG,24.747,20.000,,,,,,,,
J9055,Cetuximab injection,10 MG,81.666,20.000,,,,,,,,
J9056,"Inj, vivimusta, 1 mg",1 MG,29.913,20.000,,,,,,,,
J9060,Cisplatin 10 mg injection,10 MG,2.130,20.000,,,,,,,,
J9061,"Inj, amivantamab-vmjw",2 MG,23.219,18.374,,,,,,Inflation-adjusted coinsurance,,
J9062,Inj amivantamab 5mg hyaluron,5 MG,40.743,20.000,,,,,,Added July 2026,,
J9063,"Inj, elahere, 1 mg",1 MG,71.991,19.874,,,,,,Inflation-adjusted coinsurance,,
J9065,Inj cladribine per 1 mg,1 MG,8.188,20.000,,,,,,,,
J9071,Inj cyclophosphamd auromedic,5 MG,0.490,20.000,,,,,,,,
J9072,Inj cyclophos frindovyx 5 mg,5 MG,8.922,20.000,,,,,,,,
J9073,Inj cyclophos dr reddys 5 mg,5 MG,0.498,20.000,,,,,,,,
J9074,"Inj, cyclophosphamd, sandoz",5 MG,3.438,20.000,,,,,,,,
J9075,"Inj, cyclophosphamide, nos",5 MG,0.575,20.000,,,,,,,,
J9076,"Inj, cyclophos (baxter) 5mg",5 MG,4.387,20.000,,,,,,,,
J9100,Cytarabine hcl 100 mg inj,100 MG,0.853,20.000,,,,,,,,
J9118,Inj. calaspargase pegol-mknl,10 UNIT,85.789,20.000,,,,,,,,
J9119,"Inj., cemiplimab-rwlc, 1 mg",1 MG,29.668,20.000,,,,,,,,
J9120,Dactinomycin injection,0.5 MG,307.411,20.000,,,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,3.463,20.000,,,,,,,,
J9144,"Daratumumab, hyaluronidase",10 MG,57.051,19.675,,,,,,Inflation-adjusted coinsurance,,
J9145,"Injection, daratumumab 10 mg",10 MG,73.770,19.429,,,,,,Inflation-adjusted coinsurance,,
J9150,Daunorubicin injection,10 MG,28.810,20.000,,,,,,,,
J9153,"Inj daunorubicin, cytarabine",1 MG/2.27 MG,272.886,18.482,,,,,,Inflation-adjusted coinsurance,,
J9155,Degarelix injection,1 MG,4.481,20.000,,,,,,,,
J9161,Inj denileuk difti-cxdl 1mcg,1 MCG,12.826,20.000,,,,,,Added July 2026,,
J9171,Docetaxel injection,1 MG,0.456,20.000,,,,,,,,
J9172,"Docetaxel (docivyx), 1 mg",1 MG,46.287,20.000,,,,,,,,
J9173,"Inj., durvalumab, 10 mg",10 MG,87.950,20.000,,,,,,,,
J9174,"Inj, docetaxel (beizray) 1mg",1 MG,46.808,20.000,,,,,,Added July 2026,,
J9176,"Injection, elotuzumab, 1mg",1 MG,8.189,20.000,,,,,,,,
J9177,Inj enfort vedo-ejfv 0.25mg,0.25 MG,36.658,19.716,,,,,,Inflation-adjusted coinsurance,,
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,1.994,20.000,,,,,,,,
J9179,Eribulin mesylate injection,0.1 MG,59.979,20.000,,,,,,,,
J9181,Etoposide injection,10 MG,1.018,20.000,,,,,,,,
J9183,Gemcitabine intravesical sys,225 MG,72984.241,20.000,,,,,,,,
J9184,Inj gemcitabin (avyxa) 200mg,200 MG,400.334,20.000,,,,,,,,
J9185,Fludarabine phosphate inj,50 MG,206.299,20.000,,,,,,,,
J9190,Fluorouracil injection,500 MG,2.024,20.000,,,,,,,,
J9200,Floxuridine injection,500 MG,4396.492,20.000,,,,,,,,
J9201,In gemcitabine hcl nos 200mg,200 MG,2.884,20.000,,,,,,,,
J9203,Gemtuzumab ozogamicin 0.1 mg,0.1 MG,247.370,20.000,,,,,,,,
J9204,"Inj mogamulizumab-kpkc, 1 mg",1 MG,258.536,20.000,,,,,,,,
J9205,Inj irinotecan liposome 1 mg,1 MG,65.861,20.000,,,,,,,,
J9206,Irinotecan injection,20 MG,1.851,20.000,,,,,,AMP-based payment limit,,
J9207,Ixabepilone injection,1 MG,139.754,19.945,,,,,,Inflation-adjusted coinsurance,,
J9208,Ifosfamide injection,1 GM,27.613,20.000,,,,,,,,
J9209,Mesna injection,200 MG,1.305,20.000,,,,,,,,
J9210,"Inj., emapalumab-lzsg, 1 mg",1 MG,392.780,20.000,,,,,,,,
J9211,Idarubicin hcl injection,5 MG,38.132,20.000,,,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,160.342,20.000,,,,,,,,
J9223,"Inj. lurbinectedin, 0.1 mg",0.1 MG,215.950,20.000,,,,,,,,
J9226,Supprelin la implant,50 MG,37491.974,20.000,,,,,,,,
J9227,Inj. isatuximab-irfc 10 mg,10 MG,88.160,19.096,,,,,,Inflation-adjusted coinsurance,,
J9228,Ipilimumab injection,1 MG,190.432,20.000,,,,,,,,
J9229,Inj inotuzumab ozogam 0.1 mg,0.1 MG,2873.103,20.000,,,,,,,,
J9232,Inj docetaxel (hospira) 1 mg,1 MG,0.512,20.000,,,,,,Added July 2026,,
J9245,Inj melpha hydroch nos 50 mg,50 MG,104.898,20.000,,,,,,,,
J9246,"Inj., evomela, 1 mg",1 MG,18.044,20.000,,,,,,,,
J9248,Inj melphalan (hepzato) 1 mg,1 MG,801.479,20.000,,,,,,,,
J9256,"Inj, nipocalimab-aahu, 3 mg",3 MG,32.568,20.000,,,,,,,,
J9260,Inj methotrexate sodium 50mg,50 MG,2.941,20.000,,,,,,,,
J9261,Nelarabine injection,50 MG,65.407,20.000,,,,,,,,
J9263,Oxaliplatin,0.5 MG,0.055,20.000,,,,,,AMP-based payment limit,,
J9264,Paclitaxel protein bound,1 MG,6.586,20.000,,,,,,,,
J9266,Pegaspargase injection,1 EA,29663.965,18.061,,,,,,Inflation-adjusted coinsurance,,
J9267,Paclitaxel injection,1 MG,0.112,20.000,,,,,,,,
J9268,Pentostatin injection,10 MG,2697.987,18.167,,,,,,Inflation-adjusted coinsurance,,
J9269,Inj. tagraxofusp-erzs 10 mcg,10 MCG,357.522,19.755,,,,,,Inflation-adjusted coinsurance,,
J9271,Inj pembrolizumab,1 MG,60.645,20.000,,,,,,,,
J9272,"Inj, dostarlimab-gxly, 10 mg",10 MG,251.298,20.000,,,,,,,,
J9273,"Inj tisotu vedotin-tftv, 1mg",1 MG,196.121,18.702,,,,,,Inflation-adjusted coinsurance,,
J9274,"Inj, tebentafusp-tebn, 1 mcg",1 MCG,228.006,19.624,,,,,,Inflation-adjusted coinsurance,,
J9276,"Inj zanidatamab-hrii, 2 mg",2 MG,25.663,20.000,,,,,,,,
J9277,Pembrolizumab 1mg berahyalur,1 MG,31.940,20.000,,,,,,,,
J9278,"Inj, carboplatin (avyxa) ",1 MG,5.203,20.000,,,,,,,,
J9280,Mitomycin injection,5 MG,34.107,20.000,,,,,,,,
J9281,Mitomycin instillation,1 MG,329.937,20.000,,,,,,,,
J9282,Mitomycin intravesical inst,1 MG,274.342,20.000,,,,,,,,
J9286,"Inj glofitamab gxbm, 2.5 mg",2.5 MG,2864.678,20.000,,,,,,,,
J9289,Inj nivolumab 2 mg hyaluron,2 MG,28.140,19.717,,,,,,Inflation-adjusted coinsurance,,
J9292,"Inj, pemetrexed dipotassium",10 MG,73.670,20.000,,,,,,,,
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,29.702,20.000,,,,,,,,
J9294,"Inj pemetrexed, hospira 10mg",10 MG,2.943,20.000,,,,,,,,
J9297,Inj pemetrexed (sandoz) 10mg,10 MG,4.879,5.653,,,,,,Inflation-adjusted coinsurance,,
J9298,Inj nivol relatlimab 3mg/1mg,3 mg/1 mg,205.511,19.778,,,,,,Inflation-adjusted coinsurance,,
J9299,"Injection, nivolumab",1 MG,34.222,20.000,,,,,,,,
J9301,Obinutuzumab inj,10 MG,84.463,18.966,,,,,,Inflation-adjusted coinsurance,,
J9303,Panitumumab injection,10 MG,182.189,17.551,,,,,,Inflation-adjusted coinsurance,,
J9304,"Inj. pemetrexed, 10 mg",10 MG,7.994,20.000,,,,,,,,
J9305,Inj. pemetrexed nos 10mg,10 MG,6.952,20.000,,,,,,,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,17.200,19.560,,,,,,Inflation-adjusted coinsurance,,
J9307,Pralatrexate injection,1 MG,386.122,20.000,,,,,,,,
J9308,"Injection, ramucirumab",5 MG,76.565,20.000,,,,,,,,
J9309,"Inj, polatuzumab vedotin 1mg",1 MG,143.611,19.666,,,,,,Inflation-adjusted coinsurance,,
J9311,"Inj rituximab, hyaluronidase",10 mg,36.389,20.000,,,,,,,,
J9312,"Inj., rituximab, 10 mg",10 MG,73.278,20.000,,,,,,,,
J9314,Inj pemetrexed (teva) 10mg,10 MG,10.986,20.000,,,,,,,,
J9316,"Pertuzu, trastuzu, 10 mg",10 MG,59.895,20.000,,,,,,,,
J9317,Sacituzumab govitecan-hziy,2.5 MG,37.640,20.000,,,,,,,,
J9319,Inj romidepsin lyophil 0.1mg,0.1 MG,30.713,20.000,,,,,,,,
J9321,Inj epcoritamab-bysp 0.16 mg,0.16 MG,57.992,19.740,,,,,,Inflation-adjusted coinsurance,,
J9324,"Inj, pemrydi rtu, 10 mg",10 MG,67.935,20.000,,,,,,,,
J9325,Inj talimogene laherparepvec,1 million PFU,77.339,18.172,,,,,,Inflation-adjusted coinsurance,,
J9326,Telisotuzumab vedotin-tllv,1 MG,146.060,20.000,,,,,,,,
J9328,Temozolomide injection,1 MG,10.408,20.000,,,,,,,,
J9329,"Inj, tislelizumab-jsgr",1 MG,58.169,20.000,,,,,,,,
J9330,Temsirolimus injection,1 MG,32.681,20.000,,,,,,,,
J9331,Inj sirolimus prot part 1 mg,1 MG,91.030,20.000,,,,,,,,
J9332,Inj efgartigimod 2mg,2 MG,32.553,20.000,,,,,,,,
J9333,Inj rozanolixizum-noli 1 mg,1 MG,23.588,20.000,,,,,,,,
J9334,Inj efgart-alfa 2mg hya-qvfc,2 MG,34.258,20.000,,,,,,,,
J9341,Inj thiotepa (tepylute) 1 mg,1 MG,36.640,20.000,,,,,,,,
J9342,Inj thiotepa nos 1 mg,1 MG,4.931,20.000,,,,,,,,
J9345,"Inj, retifanlimab-dlwr, 1 mg",1 MG,30.981,20.000,,,,,,,,
J9347,"Inj, tremelimumab-actl, 1 mg",1 MG,146.894,20.000,,,,,,,,
J9348,"Inj. naxitamab-gqgk, 1 mg",1 MG,684.898,20.000,,,,,,,,
J9349,"Inj., tafasitamab-cxix",2 MG,14.429,20.000,,,,,,,,
J9350,"Inj mosunetuzumab-axgb, 1 mg",1 MG,674.495,20.000,,,,,,,,
J9351,Topotecan injection,0.1 MG,2.759,20.000,,,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,410.479,19.642,,,,,,Inflation-adjusted coinsurance,,
J9353,"Inj. margetuximab-cmkb, 5 mg",5 MG,56.442,18.851,,,,,,Inflation-adjusted coinsurance,,
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,43.626,19.469,,,,,,Inflation-adjusted coinsurance,,
J9355,Inj trastuzumab excl biosimi,10 MG,70.243,20.000,,,,,,,,
J9356,"Inj. herceptin hylecta, 10mg",10 MG,58.344,20.000,,,,,,,,
J9357,Valrubicin injection,200 MG,1247.047,20.000,,,,,,,,
J9358,Inj fam-trastu deru-nxki 1mg,1 MG,32.874,18.374,,,,,,Inflation-adjusted coinsurance,,
J9359,Inj lon tesirin-lpyl 0.075mg,0.075 MG,226.608,20.000,,,,,,,,
J9360,Vinblastine sulfate inj,1 MG,5.608,20.000,,,,,,,,
J9370,Vincristine sulfate 1 mg inj,1 MG,9.529,20.000,,,,,,,,
J9380,Inj teclistamab cqyv 0.5 mg,0.5 MG,35.323,19.043,,,,,,Inflation-adjusted coinsurance,,
J9381,Inj teplizumab mzwv 5 mcg,5 MCG,39.217,20.000,,,,,,,,
J9382,Inj zenocutuzumab-zbco 1 mg,1 MG,33.863,19.707,,,,,,Inflation-adjusted coinsurance,,
J9390,Vinorelbine tartrate inj,10 MG,4.290,20.000,,,,,,,,
J9394,"Inj, fulvestrant (fresenius)",25 MG,27.112,20.000,,,,,,,,
J9395,"Injection, fulvestrant",25 MG,5.277,20.000,,,,,,,,
J9400,"Inj, ziv-aflibercept, 1mg",1 MG,8.674,20.000,,,,,,,,
J9601,Inj linvoseltamab-gcpt 1 mg ,1 MG,99.305,20.000,,,,,,,,
P9041,"Albumin (human),5%, 50ml",50 ML,10.616,20.000,,,95,10.616,,,,
P9045,"Albumin (human), 5%, 250 ml",250 ML,53.079,20.000,,,95,53.079,,,,
P9046,"Albumin (human), 25%, 20 ml",20 ML,21.330,20.000,,,95,21.330,,,,
P9047,"Albumin (human), 25%, 50ml",50 ML,53.324,20.000,,,95,53.324,,,,
Q0138,"Ferumoxytol, non-esrd",1 MG,0.370,20.000,,,,,,,,
Q0139,"Ferumoxytol, esrd use",1 MG,0.370,20.000,,,,,,,,
Q0162,Ondansetron oral,1 MG,0.016,20.000,,,,,,,,
Q0167,Dronabinol 2.5mg oral,2.5 MG,1.869,20.000,,,,,,,,
Q0224,"Inj, pemivibart, 4500 mg",4500 MG,7239.000,0.000,95,7239.000,,,,See COVID-19 vaccine pricing webpage for payment effective dates ,,
Q0234,"Inj, tocilizumab-bavi, 1mg",1 MG,6.327,20.000,95,6.327,,,,Added July 2026 - See COVID-19 vaccine pricing webpage for payment effective dates ,,
Q0237,"Inj, tocilizumab-anoh, hospi",1 MG,4.920,0.000,95,4.920,,,,See COVID-19 vaccine pricing webpage for payment effective dates ,,
Q0238,"Inj, tocilizumab-aazg, hospi",1 MG,5.581,0.000,95,5.581,,,,See COVID-19 vaccine pricing webpage for payment effective dates ,,
Q0249,Tocilizumab for covid-19,1 MG,7.569,0.000,95,7.569,,,,See COVID-19 vaccine pricing webpage for payment effective dates,,
Q2041,Axicabtagene ciloleucel car+,UP TO 200 MILLION CAR T CELLS,562500.892,17.480,,,,,,Inflation-adjusted coinsurance,,
Q2042,Tisagenlecleucel car-pos t,up to 600 million CAR-positive viable T cells,611693.171,17.295,,,,,,Inflation-adjusted coinsurance,,
Q2043,Sipuleucel-t auto cd54+,Per infusion (minimum 50 million cells),55932.427,20.000,,,,,,,,
Q2050,Doxorubicin inj 10mg,10 MG,116.605,20.000,,,,,,,,
Q2053,Brexucabtagene car pos t,UP TO 200 MILLION AUTOLOGOUS ANTI-CD19 CAR POSITIVE VIABLE T CELLS,510103.919,19.275,,,,,,Inflation-adjusted coinsurance,,
Q2054,Lisocabtagene mara car pos t,"Up to 110 million CAR-positive viable T cells, per therapeutic dose",579570.614,17.881,,,,,,Inflation-adjusted coinsurance,,
Q2055,Idecabtagene vicleucel car,UP TO 510 MILLION AUTOLOGOUS ANTI-BCMA CAR-POSITIVE VIABLE T CELLS,567977.780,18.655,,,,,,Inflation-adjusted coinsurance,,
Q2056,Ciltacabtagene car-pos t,up to 100 million autologous b-cell maturation antigen (bcma) directed car-positive t cells,587977.755,18.406,,,,,,Inflation-adjusted coinsurance,,
Q2057,Afamitresgene autoleucel,PER THERAPEUTIC DOSE,813967.375,20.000,,,,,,,,
Q4081,"Epoetin alfa, 100 units esrd",100 UNITS,0.688,20.000,,,,,,,,
Q5098,"Inj ustekinumab-srlf, 1 mg",1 MG,11.551,20.000,,,,,,"Added July 2026 - ""lesser of"" methodology applied",,
Q5099,"Inj ustekinumab-stba, 1 mg",1 MG,3.075,20.000,,,,,,"""lesser of"" methodology applied; 8% of reference add-on applied",,
Q5100,"Inj ustekinumab-kfce, 1 mg",1 MG,3.290,20.000,,,,,,"""lesser of"" methodology applied; 8% of reference add-on applied",,
Q5101,"Injection, zarxio",1 MCG,0.353,20.000,,,,,,8% of reference add-on applied,,
Q5103,"Injection, inflectra",10 MG,27.710,20.000,,,,,,8% of reference add-on applied,,
Q5104,"Injection, renflexis",10 MG,26.615,20.000,,,,,,8% of reference add-on applied,,
Q5105,Inj retacrit esrd on dialysi,100 UNITS,0.797,20.000,,,,,,,,
Q5106,Inj retacrit non-esrd use,1000 UNITS,7.968,20.000,,,,,,,,
Q5107,Inj mvasi 10 mg,10 MG,24.533,20.000,,,,,,8% of reference add-on applied,,
Q5108,"Injection, fulphila",0.5 MG,67.024,20.000,,,,,,8% of reference add-on applied,,
Q5110,Nivestym,1 MCG,0.322,20.000,,,,,,8% of reference add-on applied,,
Q5111,"Injection, udenyca 0.5 mg",0.5 MG,149.133,20.000,,,,,,AMP-based payment limit,,
Q5112,Inj ontruzant 10 mg,10 MG,20.989,20.000,,,,,,AMP-based payment limit,,
Q5113,Inj herzuma 10 mg,10 MG,54.942,20.000,,,,,,8% of reference add-on applied,,
Q5114,Inj ogivri 10 mg,10 MG,31.945,20.000,,,,,,8% of reference add-on applied,,
Q5115,Inj truxima 10 mg,10 MG,34.563,20.000,,,,,,8% of reference add-on applied,,
Q5116,"Inj., trazimera, 10 mg",10 MG,13.033,20.000,,,,,,8% of reference add-on applied,,
Q5117,"Inj., kanjinti, 10 mg",10 MG,60.522,20.000,,,,,,8% of reference add-on applied,,
Q5118,"Inj., zirabev, 10 mg",10 MG,25.889,20.000,,,,,,8% of reference add-on applied,,
Q5119,"Inj ruxience, 10 mg",10 MG,16.160,20.000,,,,,,8% of reference add-on applied,,
Q5120,Inj pegfilgrastim-bmez 0.5mg,0.5 MG,132.096,20.000,,,,,,8% of reference add-on applied,,
Q5121,"Inj. avsola, 10 mg",10 MG,30.830,20.000,,,,,,8% of reference add-on applied,,
Q5122,"Inj, nyvepria",0.5 MG,136.911,20.000,,,,,,8% of reference add-on applied,,
Q5123,"Inj. riabni, 10 mg",10 MG,18.533,20.000,,,,,,8% of reference add-on applied,,
Q5124,"Inj. byooviz, 0.1 mg",0.1 MG,240.972,20.000,,,,,,,,
Q5125,"Inj, releuko 1 mcg",1 MCG,0.311,20.000,,,,,,8% of reference add-on applied,,
Q5126,Inj alymsys 10 mg,10 MG,79.944,20.000,,,,,,,,
Q5127,"Inj, stimufend, 0.5 mg",0.5 MG,143.673,20.000,,,,,,,,
Q5128,"Inj, cimerli, 0.1 mg",0.1 MG,82.528,20.000,,,,,,,,
Q5129,"Inj, vegzelma, 10 mg",10 MG,23.647,20.000,,,,,,8% of reference add-on applied,,
Q5130,"Inj, fylnetra, 0.5 mg",0.5 MG,105.109,20.000,,,,,,8% of reference add-on applied,,
Q5133,"Inj, tofidence, 1 mg",1 MG,5.013,20.000,,,,,,8% of reference add-on applied,,
Q5134,"Inj, tyruko, 1 mg",1 MG,24.494,20.000,,,,,,,,
Q5135,"Inj, tyenne, 1 mg",1 MG,4.056,20.000,,,,,,8% of reference add-on applied,,
Q5136,"Inj. denosumab-bbdz, 1 mg",1 MG,27.665,20.000,,,,,,8% of reference add-on applied,,
Q5138,"Inj, wezlana, iv, 1 mg",1 MG,2.354,20.000,,,,,,8% of reference add-on applied,,
Q5146,"Inj, hercessi, 10 mg",10 MG,32.460,20.000,,,,,,8% of reference add-on applied,,
Q5147,"Inj, aflibercept-ayyh, 1 mg",1 MG,803.255,20.000,,,,,,,,
Q5148,"Inj, nyposi 1 mcg",1 MCG,1.034,20.000,,,,,,,,
Q5151,"Inj, eculizumab-aagh, 2 mg",2 MG,31.767,20.000,,,,,,8% of reference add-on applied,,
Q5152,"Inj, eculizumab-aeeb, 2 mg",2 MG,41.156,20.000,,,,,,8% of reference add-on applied,,
Q5156,"Inj, tocilizumab-anoh, 1 mg",1 MG,4.692,20.000,,,,,,8% of reference add-on applied,,
Q5157,"Inj, denosumab-bmwo, 1 mg",1 MG,25.979,20.000,,,,,,8% of reference add-on applied,,
Q5158,"Inj, denosumab-bnht, 1 mg",1 MG,28.818,20.000,,,,,,8% of reference add-on applied,,
Q5160,"Inj, jobevne, 10 mg",10 MG,82.236,20.000,,,,,,Added July 2026,,
Q5162,"Inj, denosumab-nxxp, 1 mg",1 MG,15.660,20.000,,,,,,8% of reference add-on applied,,
Q9950,Inj sulf hexa lipid microsph,1 ML,18.126,20.000,,,,,,,,
Q9956,"Inj octafluoropropane mic,ml",1 ML,40.854,20.000,,,,,,,,
Q9957,"Inj perflutren lip micros,ml",1 ML,40.854,20.000,,,,,,,,
Q9958,"Hocm <=149 mg/ml iodine, 1ml",1 ML,0.077,20.000,,,,,,,,
